id,traj_id,time,entity_id,coordinates,current_dis,speeds,holidays,end_longitude,end_latitude,start_longitude,start_latitude,timestamp_column,time_str
2252,112,2013-10-08 12:45:00+00:00,4123,"[116.200317,39.944359]",2.0938696707891062,26.95625,0,116.200317,39.944359,116.200386,39.927677,1381236300,2013-10-08 12:50:49
2412,117,2013-10-08 16:00:00+00:00,4123,"[116.267342,39.850098]",8.566219134882624,32.075,0,116.267342,39.850098,116.319969,39.896984,1381248000,2013-10-08 16:11:39
2619,125,2013-10-08 23:00:00+00:00,4123,"[116.416809,39.943233]",3.3664300358405628,38.11625,0,116.416809,39.943233,116.395378,39.955612,1381273200,2013-10-08 23:08:23
2630,126,2013-10-08 23:00:00+00:00,4123,"[116.393478,39.949192]",16.383933018024006,51.1225,0,116.393478,39.949192,116.268219,39.90752,1381273200,2013-10-08 23:26:16
2990,136,2013-10-08 16:15:00+00:00,4124,"[116.354355,39.937729]",4.780203101268119,23.88125,0,116.354355,39.937729,116.346481,39.957378,1381248900,2013-10-08 16:28:22
3024,138,2013-10-08 19:00:00+00:00,4124,"[116.438904,39.959709]",10.701278579377334,17.3575,0,116.438904,39.959709,116.387665,39.983196,1381258800,2013-10-08 19:28:53
3127,141,2013-10-08 21:00:00+00:00,4124,"[116.472702,39.908451]",16.55731518839401,31.4125,0,116.472702,39.908451,116.370148,39.865528,1381266000,2013-10-08 21:38:47
3244,145,2013-10-08 08:00:00+00:00,4125,"[116.425163,40.002159]",18.994737799482504,23.89375,0,116.425163,40.002159,116.523468,40.01783,1381219200,2013-10-08 08:38:49
3322,148,2013-10-08 10:00:00+00:00,4125,"[116.411774,39.933418]",21.47728337359879,35.428749999999994,0,116.411774,39.933418,116.373375,39.911861,1381226400,2013-10-08 10:58:38
3460,152,2013-10-08 16:15:00+00:00,4125,"[116.42009,39.949429]",2.887952812585913,41.16625,0,116.42009,39.949429,116.419937,39.959255,1381248900,2013-10-08 16:22:34
3468,153,2013-10-08 16:30:00+00:00,4125,"[116.430466,39.924332]",8.778732376228282,21.075,0,116.430466,39.924332,116.459526,39.87125,1381249800,2013-10-08 17:02:45
3512,155,2013-10-08 09:00:00+00:00,4126,"[116.464394,39.950233]",3.0053063745525903,26.050000000000004,0,116.464394,39.950233,116.478432,39.971203,1381222800,2013-10-08 09:06:56
3584,159,2013-10-08 13:00:00+00:00,4126,"[116.386604,39.962914]",6.167426513853233,17.765,0,116.386604,39.962914,116.350639,39.944126,1381237200,2013-10-08 13:16:44
3612,161,2013-10-08 13:45:00+00:00,4126,"[116.394028,39.945255]",6.082267920908043,36.085,0,116.394028,39.945255,116.459404,39.954185,1381239900,2013-10-08 13:58:36
3622,162,2013-10-08 14:00:00+00:00,4126,"[116.462898,39.957199]",7.832775180303756,40.58625,0,116.462898,39.957199,116.378983,39.968269,1381240800,2013-10-08 14:10:46
3634,163,2013-10-08 14:30:00+00:00,4126,"[116.370537,39.96191]",2.3153321004805347,44.77125,0,116.370537,39.96191,116.355591,39.952381,1381242600,2013-10-08 14:33:54
3656,165,2013-10-08 16:00:00+00:00,4126,"[116.401199,39.968513]",4.425766929707833,41.01625,0,116.401199,39.968513,116.450661,39.963341,1381248000,2013-10-08 16:10:24
3663,166,2013-10-08 06:30:00+00:00,4127,"[116.19899,39.947796]",26.17265704138037,24.63,0,116.19899,39.947796,116.379066,39.866085,1381213800,2013-10-08 07:03:23
3897,174,2013-10-08 11:15:00+00:00,4127,"[116.352585,39.909069]",10.44067703912649,24.42,0,116.352585,39.909069,116.357002,39.974949,1381230900,2013-10-08 11:40:41
4103,186,2013-10-08 14:45:00+00:00,4129,"[116.286186,39.828526]",14.224094078712625,18.5375,0,116.286186,39.828526,116.428528,39.848289,1381243500,2013-10-08 15:12:43
4126,187,2013-10-08 15:15:00+00:00,4129,"[116.428612,39.854511]",3.744128139248713,19.05375,0,116.428612,39.854511,116.420914,39.882622,1381245300,2013-10-08 15:26:20
4141,189,2013-10-08 17:00:00+00:00,4129,"[116.418274,39.897247]",5.2087788388994,17.2475,0,116.418274,39.897247,116.401794,39.865501,1381251600,2013-10-08 17:13:44
4154,190,2013-10-08 17:30:00+00:00,4129,"[116.399193,39.881485]",3.037525023140746,28.9625,0,116.399193,39.881485,116.399559,39.891693,1381253400,2013-10-08 17:38:32
4162,191,2013-10-08 17:45:00+00:00,4129,"[116.374535,39.893444]",3.781759796795389,27.45125,0,116.374535,39.893444,116.411476,39.900959,1381254300,2013-10-08 17:54:38
4174,192,2013-10-08 18:15:00+00:00,4129,"[116.420616,39.884583]",20.456018503005453,25.715,0,116.420616,39.884583,116.310402,39.931355,1381256100,2013-10-08 19:02:44
4197,193,2013-10-08 19:00:00+00:00,4129,"[116.350319,39.928406]",2.0432544784630364,18.555,0,116.350319,39.928406,116.326385,39.927998,1381258800,2013-10-08 19:06:35
4209,195,2013-10-08 19:45:00+00:00,4129,"[116.358215,39.952072]",7.421389984097536,18.55875,0,116.358215,39.952072,116.371826,39.999496,1381261500,2013-10-08 20:04:31
4234,197,2013-10-08 20:30:00+00:00,4129,"[116.417244,39.929962]",3.0552020840905554,24.93375,0,116.417244,39.929962,116.418327,39.902512,1381264200,2013-10-08 20:40:13
4263,201,2013-10-08 21:45:00+00:00,4129,"[116.481697,39.908001]",2.0556122010219893,38.47625,0,116.481697,39.908001,116.497803,39.911091,1381268700,2013-10-08 21:51:05
4268,202,2013-10-08 22:45:00+00:00,4129,"[116.421715,39.86385]",3.893760674765061,36.085,0,116.421715,39.86385,116.400566,39.842472,1381272300,2013-10-08 22:54:04
4275,203,2013-10-08 23:15:00+00:00,4129,"[116.370667,39.835686]",11.952300505787948,30.56375,0,116.370667,39.835686,116.286774,39.792866,1381274100,2013-10-08 23:41:04
4293,204,2013-10-08 08:15:00+00:00,4130,"[116.327332,40.021809]",11.195523221700958,59.76625,0,116.327332,40.021809,116.45739,40.017647,1381220100,2013-10-08 08:34:28
4321,206,2013-10-08 10:00:00+00:00,4131,"[116.25444,39.889576]",5.3539406187851775,35.91625,0,116.25444,39.889576,116.306351,39.896976,1381226400,2013-10-08 10:09:29
4334,207,2013-10-08 10:00:00+00:00,4131,"[116.372719,39.899635]",2.735873284100539,26.6125,0,116.372719,39.899635,116.39431,39.900311,1381226400,2013-10-08 10:08:31
4425,213,2013-10-08 12:30:00+00:00,4131,"[116.309914,39.910034]",2.845787720600001,18.335,0,116.309914,39.910034,116.325432,39.899563,1381235400,2013-10-08 12:38:38
4474,215,2013-10-08 13:45:00+00:00,4131,"[116.279526,39.961441]",21.44087877616279,28.24125,0,116.279526,39.961441,116.419144,39.897251,1381239900,2013-10-08 14:26:48
4745,226,2013-10-08 19:45:00+00:00,4131,"[116.404602,39.862144]",2.8918721562114453,20.04125,0,116.404602,39.862144,116.420036,39.84597,1381261500,2013-10-08 19:52:57
5078,234,2013-10-08 05:30:00+00:00,4132,"[116.33535,39.955009]",13.220497297823671,38.97875,0,116.33535,39.955009,116.440254,39.924191,1381210200,2013-10-08 05:58:30
5125,235,2013-10-08 06:15:00+00:00,4132,"[116.469589,39.921463]",12.199884684430092,59.20125,0,116.469589,39.921463,116.511292,40.009129,1381212900,2013-10-08 06:27:29
5157,236,2013-10-08 06:30:00+00:00,4132,"[116.513145,40.010815]",3.1141978481539487,78.80875,0,116.513145,40.010815,116.543999,40.025146,1381213800,2013-10-08 06:33:43
5170,238,2013-10-08 10:45:00+00:00,4132,"[116.461494,39.942272]",4.931100038441733,39.75125,0,116.461494,39.942272,116.460556,39.908199,1381229100,2013-10-08 10:54:49
5625,258,2013-10-08 07:30:00+00:00,4134,"[116.387962,39.876194]",45.41499948523701,37.3775,0,116.387962,39.876194,116.543175,40.024788,1381217400,2013-10-08 08:38:33
5936,269,2013-10-08 15:00:00+00:00,4134,"[116.472534,39.904903]",3.033913679424399,41.46,0,116.472534,39.904903,116.496582,39.900829,1381244400,2013-10-08 15:09:13
5982,271,2013-10-08 16:15:00+00:00,4134,"[116.462334,39.905334]",13.489993393081065,32.5625,0,116.462334,39.905334,116.382599,39.865234,1381248900,2013-10-08 16:44:10
6129,276,2013-10-08 00:30:00+00:00,4135,"[116.414246,39.949295]",3.832853631976143,57.40875,0,116.414246,39.949295,116.369408,39.948097,1381192200,2013-10-08 00:35:39
6384,281,2013-10-08 09:15:00+00:00,4135,"[116.372955,39.933949]",1.49528741764835,24.68125,0,116.372955,39.933949,116.373543,39.920513,1381223700,2013-10-08 09:19:37
6390,282,2013-10-08 09:30:00+00:00,4135,"[116.373581,39.919304]",3.2352676880294,19.2425,0,116.373581,39.919304,116.379166,39.898388,1381224600,2013-10-08 09:42:53
6729,294,2013-10-08 20:15:00+00:00,4135,"[116.53318,40.021351]",14.412807413972786,41.09,0,116.53318,40.021351,116.413567,39.993248,1381263300,2013-10-08 20:37:52
6963,301,2013-10-08 07:30:00+00:00,4137,"[116.413658,39.995174]",2.1353202435004035,22.305,0,116.413658,39.995174,116.437263,39.992725,1381217400,2013-10-08 07:36:09
6971,302,2013-10-08 07:45:00+00:00,4137,"[116.421051,39.993938]",3.0692902954601,20.79125,0,116.421051,39.993938,116.40686,39.995018,1381218300,2013-10-08 07:55:23
7290,314,2013-10-08 12:30:00+00:00,4170,"[116.36982,39.976223]",2.504351942270751,27.31,0,116.36982,39.976223,116.371284,39.953735,1381235400,2013-10-08 12:35:46
7684,336,2013-10-08 19:15:00+00:00,4270,"[116.351448,40.024452]",1.8576542738024548,26.822500000000005,0,116.351448,40.024452,116.352158,40.007809,1381259700,2013-10-08 19:19:29
7699,338,2013-10-08 20:45:00+00:00,4270,"[116.328255,40.021458]",10.23398616561822,35.345,0,116.328255,40.021458,116.356277,40.023964,1381265100,2013-10-08 21:10:09
7753,340,2013-10-08 13:15:00+00:00,4271,"[116.542542,40.024624]",17.68474821477437,46.27375,0,116.542542,40.024624,116.395493,39.963379,1381238100,2013-10-08 13:44:48
7803,342,2013-10-08 14:15:00+00:00,4271,"[116.446434,39.962479]",11.20185691185152,30.012500000000003,0,116.446434,39.962479,116.349579,39.936935,1381241700,2013-10-08 14:39:37
8039,352,2013-10-08 20:45:00+00:00,4271,"[116.417946,39.916866]",2.6787616172733,15.7475,0,116.417946,39.916866,116.417076,39.940849,1381265100,2013-10-08 20:57:55
8152,358,2013-10-08 09:00:00+00:00,4272,"[116.295387,39.941509]",14.481330878936609,41.2675,0,116.295387,39.941509,116.416641,39.9021,1381222800,2013-10-08 09:30:33
8199,362,2013-10-08 15:00:00+00:00,4272,"[116.295975,39.947422]",6.101370415037682,42.118750000000006,0,116.295975,39.947422,116.330841,39.923115,1381244400,2013-10-08 15:15:14
8221,364,2013-10-08 07:00:00+00:00,4273,"[116.374329,40.021408]",5.210026592471459,61.721250000000005,0,116.374329,40.021408,116.380409,39.980034,1381215600,2013-10-08 07:07:00
8239,365,2013-10-08 07:15:00+00:00,4273,"[116.380882,39.974133]",5.066173965253119,44.02,0,116.380882,39.974133,116.355278,39.941463,1381216500,2013-10-08 07:21:20
8417,374,2013-10-08 02:00:00+00:00,4276,"[116.352654,39.902878]",2.2787697689459896,38.5425,0,116.352654,39.902878,116.36348,39.89056,1381197600,2013-10-08 02:05:52
8749,384,2013-10-08 10:30:00+00:00,4276,"[116.198105,39.910793]",15.051840486013033,18.44125,0,116.198105,39.910793,116.341682,39.923084,1381228200,2013-10-08 10:55:27
8809,386,2013-10-08 12:00:00+00:00,4276,"[116.349472,39.930275]",12.328835761125722,39.4675,0,116.349472,39.930275,116.286278,40.009693,1381233600,2013-10-08 12:19:12
8882,389,2013-10-08 19:30:00+00:00,4276,"[116.422279,39.857273]",2.61931070493006,25.95625,0,116.422279,39.857273,116.448692,39.853928,1381260600,2013-10-08 19:35:51
8939,391,2013-10-08 23:00:00+00:00,4276,"[116.359818,39.912975]",8.327740590153375,22.6,0,116.359818,39.912975,116.416794,39.910542,1381273200,2013-10-08 23:24:20
8966,392,2013-10-08 23:30:00+00:00,4276,"[116.414482,39.910675]",14.504995075503452,23.24125,0,116.414482,39.910675,116.326668,39.844288,1381275000,2013-10-09 00:07:12
9232,404,2013-10-08 06:45:00+00:00,4278,"[116.503311,39.97773]",12.853904763943794,46.595,0,116.503311,39.97773,116.445328,39.949974,1381214700,2013-10-08 07:08:28
9274,406,2013-10-08 07:30:00+00:00,4278,"[116.42511,39.960514]",18.65354741389334,25.926250000000003,0,116.42511,39.960514,116.407471,39.994011,1381217400,2013-10-08 08:09:30
9449,412,2013-10-08 19:15:00+00:00,4278,"[116.472717,39.948925]",12.236019370139712,17.517500000000002,0,116.472717,39.948925,116.407135,40.002712,1381259700,2013-10-08 19:40:44
9624,417,2013-10-08 23:45:00+00:00,4278,"[116.443817,39.920654]",1.7567098989554677,35.975,0,116.443817,39.920654,116.461136,39.919277,1381275900,2013-10-08 23:49:50
9701,419,2013-10-08 08:30:00+00:00,4279,"[116.361237,39.962444]",5.1674065985018345,22.14625,0,116.361237,39.962444,116.416397,39.969082,1381221000,2013-10-08 08:42:32
9936,436,2013-10-08 07:00:00+00:00,4280,"[116.547768,39.965778]",7.759977425335522,14.715,0,116.547768,39.965778,116.530746,39.91703,1381215600,2013-10-08 07:21:14
10027,441,2013-10-08 09:45:00+00:00,4280,"[116.305901,39.980801]",5.275240318024314,20.40125,0,116.305901,39.980801,116.314201,40.020992,1381225500,2013-10-08 09:57:21
10037,442,2013-10-08 10:45:00+00:00,4280,"[116.366783,40.005482]",1.9895973438781789,52.225,0,116.366783,40.005482,116.355293,40.008064,1381229100,2013-10-08 10:49:37
10081,446,2013-10-08 13:30:00+00:00,4280,"[116.507057,39.796577]",2.4178769817376846,33.2475,0,116.507057,39.796577,116.492165,39.815067,1381239000,2013-10-08 13:35:02
10338,458,2013-10-08 07:15:00+00:00,4347,"[116.332764,39.772587]",9.721937828421046,25.39125,0,116.332764,39.772587,116.303009,39.841351,1381216500,2013-10-08 07:34:51
10542,475,2013-10-08 07:45:00+00:00,4348,"[116.280846,39.886639]",11.15489520687889,35.34,0,116.280846,39.886639,116.37925,39.866161,1381218300,2013-10-08 08:00:56
10674,481,2013-10-08 10:15:00+00:00,4348,"[116.3573,39.932262]",6.130963383797049,29.62125,0,116.3573,39.932262,116.411827,39.918583,1381227300,2013-10-08 10:30:05
10812,488,2013-10-08 18:00:00+00:00,4348,"[116.226585,39.907337]",3.658044655773419,24.945,0,116.226585,39.907337,116.198799,39.913048,1381255200,2013-10-08 18:08:44
10823,489,2013-10-08 19:15:00+00:00,4348,"[116.309959,39.904709]",12.758783405153403,47.5225,0,116.309959,39.904709,116.330765,39.849133,1381259700,2013-10-08 19:34:27
10889,492,2013-10-08 20:30:00+00:00,4348,"[116.297165,39.866165]",10.741073875735305,42.48625,0,116.297165,39.866165,116.243095,39.901039,1381264200,2013-10-08 20:47:33
11058,502,2013-10-08 10:15:00+00:00,4351,"[116.296432,39.971817]",2.065847585614803,25.725,0,116.296432,39.971817,116.305977,39.986095,1381227300,2013-10-08 10:20:58
11078,504,2013-10-08 13:30:00+00:00,4351,"[116.298233,39.923756]",2.8284582505983265,36.9875,0,116.298233,39.923756,116.325989,39.92802,1381239000,2013-10-08 13:36:53
11123,508,2013-10-08 14:45:00+00:00,4351,"[116.308983,39.897346]",3.8351178089900695,30.3625,0,116.308983,39.897346,116.284019,39.875183,1381243500,2013-10-08 14:53:07
11181,514,2013-10-08 17:45:00+00:00,4351,"[116.252808,39.892673]",13.076293996547134,39.18375,0,116.252808,39.892673,116.298874,39.984039,1381254300,2013-10-08 18:06:36
11284,522,2013-10-08 00:30:00+00:00,4357,"[116.330017,39.985615]",11.667992463640276,42.17875,0,116.330017,39.985615,116.358925,39.9366,1381192200,2013-10-08 00:50:03
11364,525,2013-10-08 06:15:00+00:00,4357,"[116.365929,39.952599]",2.6596680685753293,23.53375,0,116.365929,39.952599,116.372803,39.933018,1381212900,2013-10-08 06:23:42
11375,526,2013-10-08 06:30:00+00:00,4357,"[116.341637,39.948006]",5.535587762776198,31.0325,0,116.341637,39.948006,116.306099,39.975609,1381213800,2013-10-08 06:44:14
11439,529,2013-10-08 11:30:00+00:00,4357,"[116.370667,39.961105]",5.493855105311239,32.667500000000004,0,116.370667,39.961105,116.406967,39.94091,1381231800,2013-10-08 11:44:27
11641,539,2013-10-08 14:30:00+00:00,4357,"[116.379509,39.938744]",12.757754426191472,29.255000000000003,0,116.379509,39.938744,116.348625,40.025135,1381242600,2013-10-08 15:05:59
11689,541,2013-10-08 17:00:00+00:00,4357,"[116.337273,39.991783]",4.762902566117528,32.29875,0,116.337273,39.991783,116.387062,39.990524,1381251600,2013-10-08 17:11:40
11809,545,2013-10-08 19:30:00+00:00,4357,"[116.413528,39.941032]",2.403583778748816,22.918750000000003,0,116.413528,39.941032,116.410843,39.923698,1381260600,2013-10-08 19:38:49
12103,552,2013-10-08 10:00:00+00:00,4363,"[116.428024,39.858612]",4.492172984860517,52.1125,0,116.428024,39.858612,116.423378,39.821415,1381226400,2013-10-08 10:09:06
12147,557,2013-10-08 14:45:00+00:00,4363,"[116.536682,40.022469]",15.869200519524314,44.99625,0,116.536682,40.022469,116.469322,39.917725,1381243500,2013-10-08 15:11:16
12180,560,2013-10-08 00:45:00+00:00,4394,"[116.322876,39.896828]",18.196411584825743,42.5975,0,116.322876,39.896828,116.517105,39.916298,1381193100,2013-10-08 01:18:37
12490,569,2013-10-08 06:30:00+00:00,4394,"[116.302124,39.909897]",1.177769448418626,39.96,0,116.302124,39.909897,116.2967,39.918316,1381213800,2013-10-08 06:33:22
12496,570,2013-10-08 06:45:00+00:00,4394,"[116.299286,39.92379]",11.851543879060236,33.761250000000004,0,116.299286,39.92379,116.358459,39.865425,1381214700,2013-10-08 07:02:02
12528,571,2013-10-08 07:00:00+00:00,4394,"[116.360214,39.868385]",8.617338416004483,41.34375,0,116.360214,39.868385,116.286316,39.856232,1381215600,2013-10-08 07:12:44
12552,572,2013-10-08 07:45:00+00:00,4394,"[116.299072,39.857868]",7.3045608649010365,33.480000000000004,0,116.299072,39.857868,116.274391,39.903996,1381218300,2013-10-08 07:57:00
12813,587,2013-10-08 17:15:00+00:00,4394,"[116.296425,39.889637]",5.036853204794717,27.7725,0,116.296425,39.889637,116.312912,39.85804,1381252500,2013-10-08 17:26:11
12945,593,2013-10-08 21:00:00+00:00,4394,"[116.4673,39.997231]",3.6978701366420688,21.9075,0,116.4673,39.997231,116.430252,39.999882,1381266000,2013-10-08 21:08:43
13002,597,2013-10-08 22:15:00+00:00,4394,"[116.322845,39.896637]",21.509498862933587,17.165,0,116.322845,39.896637,116.491196,39.959515,1381270500,2013-10-08 22:59:49
13242,612,2013-10-08 14:30:00+00:00,4395,"[116.306061,39.978416]",5.313174353658747,20.54625,0,116.306061,39.978416,116.34623,39.957874,1381242600,2013-10-08 14:43:51
13272,614,2013-10-08 15:30:00+00:00,4395,"[116.438126,39.98365]",4.975723490530863,28.81125,0,116.438126,39.98365,116.404488,40.002876,1381246200,2013-10-08 15:42:01
13412,619,2013-10-08 10:30:00+00:00,4396,"[116.546021,39.923576]",5.874627204563472,50.02875,0,116.546021,39.923576,116.505173,39.942219,1381228200,2013-10-08 10:42:06
13730,628,2013-10-08 20:15:00+00:00,4396,"[116.460663,39.873722]",14.263041363082252,32.24375,0,116.460663,39.873722,116.484634,39.7939,1381263300,2013-10-08 20:39:34
13768,629,2013-10-08 20:45:00+00:00,4396,"[116.488136,39.805168]",25.60564073290092,25.43125,0,116.488136,39.805168,116.32634,39.889248,1381265100,2013-10-08 21:28:38
13831,630,2013-10-08 21:30:00+00:00,4396,"[116.319672,39.893208]",12.86928187476209,19.418750000000003,0,116.319672,39.893208,116.257156,39.874588,1381267800,2013-10-08 21:51:51
13976,632,2013-10-08 23:15:00+00:00,4396,"[116.462082,39.893425]",1.243023669012542,33.2175,0,116.462082,39.893425,116.472183,39.888607,1381274100,2013-10-08 23:17:47
14023,634,2013-10-08 06:30:00+00:00,4397,"[116.505051,40.02438]",7.575451118323016,45.35,0,116.505051,40.02438,116.466667,39.971832,1381213800,2013-10-08 06:41:30
14296,645,2013-10-08 14:30:00+00:00,4397,"[116.439125,39.97628]",5.169751972231738,28.6325,0,116.439125,39.97628,116.467712,39.958744,1381242600,2013-10-08 14:41:25
14379,650,2013-10-08 08:45:00+00:00,4398,"[116.426636,39.858055]",2.8485462843983536,31.14625,0,116.426636,39.858055,116.457184,39.864765,1381221900,2013-10-08 08:47:38
14638,661,2013-10-08 07:45:00+00:00,4399,"[116.230911,39.903801]",8.41020903244176,28.80625,0,116.230911,39.903801,116.320686,39.896297,1381218300,2013-10-08 08:00:51
14688,663,2013-10-08 08:45:00+00:00,4399,"[116.252792,39.914825]",2.97378144776893,22.50625,0,116.252792,39.914825,116.255219,39.90387,1381221900,2013-10-08 08:56:23
14739,666,2013-10-08 11:45:00+00:00,4399,"[116.311531,39.924252]",3.6659409747205776,32.993750000000006,0,116.311531,39.924252,116.295311,39.913013,1381232700,2013-10-08 11:51:21
14750,667,2013-10-08 13:00:00+00:00,4399,"[116.306953,39.923771]",4.865678155742094,33.2875,0,116.306953,39.923771,116.321709,39.908798,1381237200,2013-10-08 13:12:42
14791,670,2013-10-08 14:15:00+00:00,4399,"[116.291428,39.866158]",5.197930558760532,30.38,0,116.291428,39.866158,116.282303,39.9002,1381241700,2013-10-08 14:26:51
14804,671,2013-10-08 14:30:00+00:00,4399,"[116.267487,39.907539]",7.804260803405538,32.305,0,116.267487,39.907539,116.198914,39.924854,1381242600,2013-10-08 14:47:23
15007,680,2013-10-08 14:30:00+00:00,4400,"[116.534676,39.809269]",2.8436392448172785,24.56625,0,116.534676,39.809269,116.512383,39.795067,1381242600,2013-10-08 14:38:24
15133,685,2013-10-08 21:45:00+00:00,4400,"[116.385529,39.870785]",17.720166303708652,53.3975,0,116.385529,39.870785,116.456978,39.955837,1381268700,2013-10-08 22:22:03
15265,687,2013-10-08 00:00:00+00:00,4417,"[116.341919,39.897877]",4.345656011316976,61.853750000000005,0,116.341919,39.897877,116.303917,39.896763,1381190400,2013-10-08 00:06:46
15306,689,2013-10-08 13:45:00+00:00,4417,"[116.453583,39.908405]",3.1799731194492096,28.065,0,116.453583,39.908405,116.467804,39.927097,1381239900,2013-10-08 13:57:12
15318,690,2013-10-08 14:15:00+00:00,4417,"[116.46032,39.928658]",13.423559633572529,19.125,0,116.46032,39.928658,116.353737,39.883308,1381241700,2013-10-08 14:52:26
15485,698,2013-10-08 18:30:00+00:00,4417,"[116.399879,39.854443]",3.108416073624254,22.24875,0,116.399879,39.854443,116.412651,39.857334,1381257000,2013-10-08 18:38:54
15498,699,2013-10-08 19:30:00+00:00,4417,"[116.406647,39.865154]",6.928344861302657,31.18875,0,116.406647,39.865154,116.365913,39.854954,1381260600,2013-10-08 19:44:59
16101,717,2013-10-08 18:00:00+00:00,4423,"[116.387741,39.994423]",4.028434441744278,37.80375,0,116.387741,39.994423,116.39444,40.004971,1381255200,2013-10-08 18:11:14
16118,719,2013-10-08 18:30:00+00:00,4423,"[116.352631,39.996826]",8.09375568374443,38.837500000000006,0,116.352631,39.996826,116.374939,39.948551,1381257000,2013-10-08 18:46:03
16207,721,2013-10-08 22:45:00+00:00,4423,"[116.290215,39.822563]",17.505443734774815,40.74875,0,116.290215,39.822563,116.356895,39.792946,1381272300,2013-10-08 23:10:14
16499,726,2013-10-08 12:45:00+00:00,4424,"[116.20739,39.892452]",9.668680729161728,35.42125,0,116.20739,39.892452,116.283409,39.907829,1381236300,2013-10-08 13:03:16
16533,728,2013-10-08 13:45:00+00:00,4424,"[116.356537,39.908962]",20.6323903627817,38.48625,0,116.356537,39.908962,116.246971,39.973125,1381239900,2013-10-08 14:25:21
17437,767,2013-10-08 09:30:00+00:00,4427,"[116.314583,39.947655]",5.198285948376854,22.7375,0,116.314583,39.947655,116.349457,39.934608,1381224600,2013-10-08 09:43:30
17453,768,2013-10-08 09:45:00+00:00,4427,"[116.344246,39.935589]",1.5837890131317949,46.120000000000005,0,116.344246,39.935589,116.356201,39.941429,1381225500,2013-10-08 09:48:21
17459,769,2013-10-08 09:45:00+00:00,4427,"[116.356346,39.942879]",6.6200979050379045,33.99375,0,116.356346,39.942879,116.348152,39.993179,1381225500,2013-10-08 09:59:42
17555,771,2013-10-08 11:15:00+00:00,4427,"[116.329018,39.905426]",27.2148582329139,27.47625,0,116.329018,39.905426,116.463051,40.001347,1381230900,2013-10-08 12:08:40
